title,sent_id,sentence
MobileMe,6,"At the iPhone 4S special event on October 4, 2011, Apple announced it would finally launch iCloud on October 12, 2011, to replace MobileMe for new users, with current users having access until June 30, 2012 (on that day the service would cease)."
MobileMe,7,"MobileMe was shut down on June 30, 2012, with user data available for retrieval until July 31, 2012, when the site finally closed completely."
Jeddah,0,"Jeddah (sometimes spelled Jiddah or Jedda;;,) is a city in the Tihamah region of the Hejaz on the coast of the Red Sea and is the major urban center of western Saudi Arabia."
Jeddah,1,"It is the largest city in Makkah Province, the largest seaport on the Red Sea, and with a population of about four million people (), the second - largest city in Saudi Arabia after the capital city, Riyadh."
Jeddah,2,Jeddah is Saudi Arabia's commercial capital.
Jeddah,3,"Jeddah is the principal gateway to Mecca and Medina, two of the holiest cities in Islam and popular tourist attractions."
Jeddah,4,"Economically, Jeddah is focusing on further developing capital investment in scientific and engineering leadership within Saudi Arabia, and the Middle East."
Jeddah,5,Jeddah was independently ranked fourth in the Africa – Mid - East region in terms of innovation in 2009 in the Innovation Cities Index.
Jeddah,6,Jeddah is one of Saudi Arabia's primary resort cities and was named a Beta world city by the Globalization and World Cities Study Group and Network (GaWC).
Jeddah,7,"Given the city's close proximity to the Red Sea, fishing and seafood dominates the food culture unlike other parts of the country."
Jeddah,8,"In Arabic, the city's motto is "" Jeddah Ghair, "" which translates to "" Jeddah is different. """
Jeddah,9,The motto has been widely used among both locals as well as foreign visitors.
Jeddah,10,"The city had been previously perceived as the "" most open "" city in Saudi Arabia."
Waggoner Ranch,0,"The Waggoner Ranch is a historic north Texas ranch located 13 miles south of Vernon, Texas."
Waggoner Ranch,1,"The land was used primarily to raise crops, beef cattle and horses as well as for oil production."
Waggoner Ranch,2,It was notable for being the largest ranch under one fence in the United States.
Waggoner Ranch,3,"It was originally established in 1852 near Vernon, Texas, by Daniel Waggoner under the name of Dan Waggoner & Son; his son being William Thomas Waggoner."
Waggoner Ranch,4,"It was acquired by Stan Kroenke, who is married to Ann Walton (niece of Sam Walton), in February 2016."
Waggoner Ranch,5,"At the time of acquisition, the ranch comprised, or but additional acreage was included in the sale making the total closer to."
"Summit, Kentucky",0,"Summit is an unincorporated community in Boyd County, Kentucky, United States on US 60 just west of Ashland."
"Summit, Kentucky",1,Summit serves as a suburb to the city of Ashland and shares the city's ZIP code.
"Summit, Kentucky",2,"Summit is sometimes spelled with two "" T's "" at the end, although the most common spelling contains only one "" T "" but either variation is accepted as correct."
"Summit, Kentucky",3,"Summit is a part of the Huntington - Ashland, WV - KY - OH, Metropolitan Statistical Area (MSA)."
"Summit, Kentucky",4,"As of the 2000 census, the MSA had a population of 288,649."
"Summit, Kentucky",5,The Summit name was first applied to a 19th - century railroad passenger and freight station located at the site.
"Summit, Kentucky",6,Summit was selected as descriptive of the location's unique topographical features including a flat terrain on a higher elevation than other parts of the surrounding area.
"Summit, Kentucky",7,"Unusual for the region, this terrain was created by the ancient Teay's River and the associated Glacial Lake Tight."
"Summit, Kentucky",8,"The Lexington, Elizabethtown, and Big Sandy Railroad opened a station here in the late 19th century after the railroad was constructed through Summit."
"Summit, Kentucky",9,It served the residents of what was then a sparsely populated farming community until the station was closed due to its close proximity to Ashland made it no longer necessary.
"Summit, Kentucky",10,"Now a populated suburban area, Summit's development was slow until the Federal Correctional Institution was located at the heart of Summit on Kentucky Route 716."
"Summit, Kentucky",11,"This and the upgrading of U.S. Route 60, made transportation easier for residents to commute to and from Ashland."
Latins,0,The Latins were originally an Italic tribe in ancient central Italy from Latium.
Latins,1,"As Roman power and colonization spread Latin culture, Latins came to mean mostly unified Italic people and the Latin - speaking people of Dacia, Iberia, Illyria, and Gaul whose land was settled by Latin colonists (see Latin peoples)."
Latins,2,"The original Latins were an Italic tribe inhabiting central Italy, in present - day Lazio."
Latins,3,"Through the conquests of their most populous city - state, Rome, the Latins united all Italic tribes in to one group and then with "" Romanization "" or "" Latinization "" spread their influence across their empire."
Latins,4,"As the Roman Empire spread to include areas that are now Spain, Portugal, France, and Romania, these joined Italy in becoming "" Latin "", as the languages spoken in these countries derive primarily from the Latin Language."
Latins,5,"In the late 15th–16th centuries, a millennium after the fall of the Western Roman Empire, Portugal, Spain, and France began to create world empires."
Latins,6,"In consequence, by the mid-19th century, the former American colonies of these nations became known as Latin America and this region's inhabitants as Latin Americans."
Human rights in Zimbabwe,0,"There were widespread reports of systematic and escalating violations of human rights in Zimbabwe under the regime of Robert Mugabe and his party, ZANU - PF between 1980 and 2017."
Human rights in Zimbabwe,1,"According to human rights organisations such as Amnesty International and Human Rights Watch the government of Zimbabwe violates the rights to shelter, food, freedom of movement and residence, freedom of assembly and the protection of the law."
Human rights in Zimbabwe,2,"There are assaults on the media, the political opposition, civil society activists, and human rights defenders."
Human rights in Zimbabwe,3,"Opposition gatherings are frequently the subject of brutal attacks by the police force, such as the crackdown on an 11 March 2007 Movement for Democratic Change (MDC) rally."
Human rights in Zimbabwe,4,"In the events, party leader Morgan Tsvangirai and 49 other opposition activists were arrested and severely beaten by the police."
Human rights in Zimbabwe,5,"Edward Chikombo, a journalist who sent images of the beatings to foreign media, was abducted and murdered a few days later."
Human rights in Zimbabwe,6,"After his release, Morgan Tsvangirai told the BBC that he suffered head injuries and blows to the arms, knees and back, and that he lost a significant amount of blood."
Human rights in Zimbabwe,7,"The police action was strongly condemned by the UN Secretary - General, Ban Ki - moon, the European Union and the United States."
Human rights in Zimbabwe,8,"While nothing that the activists had suffered injuries, but not mentioning the cause of them, the Zimbabwean government - controlled daily newspaper The Herald claimed the police had intervened after demonstrators "" ran amok looting shops, destroying property, mugging civilians, and assaulting police officers and innocent members of the public ""."
Human rights in Zimbabwe,9,"The newspaper also argued that the opposition had been "" wilfully violating the ban on political rallies ""."
Chris Mostert,0,"Christiaan "" Chris "" Mostert is a Dutch saxophonist who has played with the Eagles during their "" Farewell 1 Tour "" in 2005."
Chris Mostert,1,He is part of the horns the Mighty Horns.
Chris Mostert,2,"Besides his work with the Eagles, Mostert has also played on solo tours of Don Henley, Joe Walsh and Glenn Frey, and been he also been a member of the bands, Goose Creek Symphony, Pollution, Sylvester and the Hot Band."
Chris Mostert,3,"He also performed on three solo albums by Glenn Frey, Soul Searchin'(including the saxophone solo in the hit single True Love), Strange Weather and After Hours."
Chris Mostert,4,"In 2004 he recorded a solo album Midnight Breeze, accompanied by a.o."
Chris Mostert,5,"Jeff Baxter, Burleigh Drummond and Steve Gadd."
Chris Mostert,6,"He also worked on the last studio album by the Eagles "" Long Road Out of Eden ""."
Luke Skywalker,0,Luke Skywalker is a fictional character and the main protagonist of the original film trilogy of the Star Wars franchise created by George Lucas.
